"Year","Month","Region","Country","Visitors"
"1995","Aug","Asia","Japan",133274
"1995","Sep","Asia","Japan",111098
"1995","Oct","Asia","Japan",87540
"1995","Nov","Asia","Japan",103551
"1995","Dec","Asia","Japan",97791
"1996","Jan","Asia","Japan",105750
"1996","Feb","Asia","Japan",84686
"1996","Mar","Asia","Japan",122188
"1996","Apr","Asia","Japan",80078
"1996","May","Asia","Japan",78901
"1996","Jun","Asia","Japan",91658
"1996","Jul","Asia","Japan",99010
"1996","Aug","Asia","Japan",114635
"1996","Sep","Asia","Japan",103706
"1996","Oct","Asia","Japan",88760
"1996","Nov","Asia","Japan",98198
"1996","Dec","Asia","Japan",104291
"1997","Jan","Asia","Japan",101222
"1997","Feb","Asia","Japan",94814
"1997","Mar","Asia","Japan",115936
"1997","Apr","Asia","Japan",81059
"1997","May","Asia","Japan",74525
"1997","Jun","Asia","Japan",88117
"1997","Jul","Asia","Japan",103095
"1997","Aug","Asia","Japan",109875
"1997","Sep","Asia","Japan",98260
"1997","Oct","Asia","Japan",65169
"1997","Nov","Asia","Japan",80014
"1997","Dec","Asia","Japan",81950
"1998","Jan","Asia","Japan",67732
"1998","Feb","Asia","Japan",64790
"1998","Mar","Asia","Japan",80598
"1998","Apr","Asia","Japan",54096
"1998","May","Asia","Japan",56948
"1998","Jun","Asia","Japan",65582
"1998","Jul","Asia","Japan",85403
"1998","Aug","Asia","Japan",90011
"1998","Sep","Asia","Japan",80645
"1998","Oct","Asia","Japan",58112
"1998","Nov","Asia","Japan",64603
"1998","Dec","Asia","Japan",75193
"1999","Jan","Asia","Japan",69791
"1999","Feb","Asia","Japan",61360
"1999","Mar","Asia","Japan",84930
"1999","Apr","Asia","Japan",52417
"1999","May","Asia","Japan",56751
"1999","Jun","Asia","Japan",65468
"1999","Jul","Asia","Japan",74359
"1999","Aug","Asia","Japan",94967
"1999","Sep","Asia","Japan",83864
"1999","Oct","Asia","Japan",67930
"1999","Nov","Asia","Japan",76513
"1999","Dec","Asia","Japan",72312
"2000","Jan","Asia","Japan",72131
"2000","Feb","Asia","Japan",71245
"2000","Mar","Asia","Japan",91844
"2000","Apr","Asia","Japan",60540
"2000","May","Asia","Japan",62152
"2000","Jun","Asia","Japan",67977
"2000","Jul","Asia","Japan",84634
"2000","Aug","Asia","Japan",101785
"2000","Sep","Asia","Japan",89417
"2000","Oct","Asia","Japan",73383
"2000","Nov","Asia","Japan",80889
"2000","Dec","Asia","Japan",73898
"2001","Jan","Asia","Japan",65381
"2001","Feb","Asia","Japan",72335
"2001","Mar","Asia","Japan",85655
"2001","Apr","Asia","Japan",58348
"2001","May","Asia","Japan",58984
"2001","Jun","Asia","Japan",64582
"2001","Jul","Asia","Japan",76373
"2001","Aug","Asia","Japan",92508
"2001","Sep","Asia","Japan",69850
"2001","Oct","Asia","Japan",35970
"2001","Nov","Asia","Japan",32294
"2001","Dec","Asia","Japan",43483
"2002","Jan","Asia","Japan",47447
"2002","Feb","Asia","Japan",49583
"2002","Mar","Asia","Japan",68549
"2002","Apr","Asia","Japan",49149
"2002","May","Asia","Japan",50563
"2002","Jun","Asia","Japan",54892
"2002","Jul","Asia","Japan",66566
"2002","Aug","Asia","Japan",85655
"2002","Sep","Asia","Japan",77884
"2002","Oct","Asia","Japan",58489
"2002","Nov","Asia","Japan",54294
"2002","Dec","Asia","Japan",60338
"2003","Jan","Asia","Japan",53131
"2003","Feb","Asia","Japan",50469
"2003","Mar","Asia","Japan",54497
"2003","Apr","Asia","Japan",12501
"2003","May","Asia","Japan",7056
"2003","Jun","Asia","Japan",14051
"2003","Jul","Asia","Japan",28636
"2003","Aug","Asia","Japan",43016
"2003","Sep","Asia","Japan",47623
"2003","Oct","Asia","Japan",38418
"2003","Nov","Asia","Japan",37630
"2003","Dec","Asia","Japan",47021
"2004","Jan","Asia","Japan",39191
"2004","Feb","Asia","Japan",43760
"2004","Mar","Asia","Japan",53022
"2004","Apr","Asia","Japan",38801
"2004","May","Asia","Japan",43714
"2004","Jun","Asia","Japan",44112
"2004","Jul","Asia","Japan",56066
"2004","Aug","Asia","Japan",66617
"2004","Sep","Asia","Japan",62264
"2004","Oct","Asia","Japan",51340
"2004","Nov","Asia","Japan",48066
"2004","Dec","Asia","Japan",51858
"2005","Jan","Asia","Japan",48004
"2005","Feb","Asia","Japan",40310
"2005","Mar","Asia","Japan",52225
"2005","Apr","Asia","Japan",41599
"2005","May","Asia","Japan",43968
"2005","Jun","Asia","Japan",43020
"2005","Jul","Asia","Japan",49791
"2005","Aug","Asia","Japan",61522
"2005","Sep","Asia","Japan",57085
"2005","Oct","Asia","Japan",49532
"2005","Nov","Asia","Japan",50402
"2005","Dec","Asia","Japan",50994
"2006","Jan","Asia","Japan",45402
"2006","Feb","Asia","Japan",44695
"2006","Mar","Asia","Japan",62353
"2006","Apr","Asia","Japan",41269
"2006","May","Asia","Japan",42907
"2006","Jun","Asia","Japan",43153
"2006","Jul","Asia","Japan",52407
"2006","Aug","Asia","Japan",62970
"2006","Sep","Asia","Japan",51284
"2006","Oct","Asia","Japan",47551
"2006","Nov","Asia","Japan",52046
"2006","Dec","Asia","Japan",48367
"2007","Jan","Asia","Japan",49959
"2007","Feb","Asia","Japan",46920
"2007","Mar","Asia","Japan",58843
"2007","Apr","Asia","Japan",37962
"2007","May","Asia","Japan",38813
"2007","Jun","Asia","Japan",41289
"2007","Jul","Asia","Japan",49234
"2007","Aug","Asia","Japan",58288
"2007","Sep","Asia","Japan",54186
"2007","Oct","Asia","Japan",51825
"2007","Nov","Asia","Japan",53784
"2007","Dec","Asia","Japan",53411
"2008","Jan","Asia","Japan",52973
"2008","Feb","Asia","Japan",47449
"2008","Mar","Asia","Japan",57364
"2008","Apr","Asia","Japan",36301
"2008","May","Asia","Japan",42382
"2008","Jun","Asia","Japan",40879
"2008","Jul","Asia","Japan",47659
"2008","Aug","Asia","Japan",53699
"2008","Sep","Asia","Japan",48771
"2008","Oct","Asia","Japan",47736
"2008","Nov","Asia","Japan",48225
"2008","Dec","Asia","Japan",47602
"2009","Jan","Asia","Japan",38382
"2009","Feb","Asia","Japan",42807
"2009","Mar","Asia","Japan",46797
"2009","Apr","Asia","Japan",31633
"2009","May","Asia","Japan",29800
"2009","Jun","Asia","Japan",28060
"2009","Jul","Asia","Japan",46633
"2009","Aug","Asia","Japan",50698
"2009","Sep","Asia","Japan",52561
"2009","Oct","Asia","Japan",43247
"2009","Nov","Asia","Japan",38949
"2009","Dec","Asia","Japan",40420
"2010","Jan","Asia","Japan",37747
"2010","Feb","Asia","Japan",40669
"2010","Mar","Asia","Japan",51836
"2010","Apr","Asia","Japan",35179
"2010","May","Asia","Japan",36827
"2010","Jun","Asia","Japan",36469
"2010","Jul","Asia","Japan",44649
"2010","Aug","Asia","Japan",56680
"2010","Sep","Asia","Japan",45012
"2010","Oct","Asia","Japan",43497
"2010","Nov","Asia","Japan",51542
"2010","Dec","Asia","Japan",48844
"2011","Jan","Asia","Japan",48799
"2011","Feb","Asia","Japan",58190
"2011","Mar","Asia","Japan",59999
"2011","Apr","Asia","Japan",38311
"2011","May","Asia","Japan",41594
"2011","Jun","Asia","Japan",38061
"2011","Jul","Asia","Japan",55479
"2011","Aug","Asia","Japan",72034
"2011","Sep","Asia","Japan",62395
"2011","Oct","Asia","Japan",57677
"2011","Nov","Asia","Japan",61293
"2011","Dec","Asia","Japan",62585
"2012","Jan","Asia","Japan",50672
"2012","Feb","Asia","Japan",67306
"2012","Mar","Asia","Japan",74995
"2012","Apr","Asia","Japan",49203
"2012","May","Asia","Japan",50006
"2012","Jun","Asia","Japan",52387
"2012","Jul","Asia","Japan",61139
"2012","Aug","Asia","Japan",82747
"2012","Sep","Asia","Japan",65991
"2012","Oct","Asia","Japan",62436
"2012","Nov","Asia","Japan",70696
"2012","Dec","Asia","Japan",69538
"2013","Jan","Asia","Japan",62857
"2013","Feb","Asia","Japan",68442
"2013","Mar","Asia","Japan",87359
"2013","Apr","Asia","Japan",53292
"2013","May","Asia","Japan",55491
"2013","Jun","Asia","Japan",57757
"2013","Jul","Asia","Japan",70113
"2013","Aug","Asia","Japan",92179
"2013","Sep","Asia","Japan",73786
"2013","Oct","Asia","Japan",68034
"2013","Nov","Asia","Japan",72603
"2013","Dec","Asia","Japan",70932
"2014","Jan","Asia","Japan",59578
"2014","Feb","Asia","Japan",69230
"2014","Mar","Asia","Japan",85946
"2014","Apr","Asia","Japan",50751
"2014","May","Asia","Japan",54173
"2014","Jun","Asia","Japan",56044
"2014","Jul","Asia","Japan",69419
"2014","Aug","Asia","Japan",95248
"2014","Sep","Asia","Japan",74408
"2014","Oct","Asia","Japan",68609
"2014","Nov","Asia","Japan",69415
"2014","Dec","Asia","Japan",71920
"2015","Jan","Asia","Japan",58479
"2015","Feb","Asia","Japan",62422
"2015","Mar","Asia","Japan",79941
"2015","Apr","Asia","Japan",46687
"2015","May","Asia","Japan",52970
"2015","Jun","Asia","Japan",53243
"1978","Jan","Asia","Hong Kong",3148
"1978","Feb","Asia","Hong Kong",5805
"1978","Mar","Asia","Hong Kong",4510
"1978","Apr","Asia","Hong Kong",3254
"1978","May","Asia","Hong Kong",3212
"1978","Jun","Asia","Hong Kong",3589
"1978","Jul","Asia","Hong Kong",5376
"1978","Aug","Asia","Hong Kong",7059
"1978","Sep","Asia","Hong Kong",3603
"1978","Oct","Asia","Hong Kong",3825
"1978","Nov","Asia","Hong Kong",3865
"1978","Dec","Asia","Hong Kong",4856
"1979","Jan","Asia","Hong Kong",5485
"1979","Feb","Asia","Hong Kong",5124
"1979","Mar","Asia","Hong Kong",4158
"1979","Apr","Asia","Hong Kong",5180
"1979","May","Asia","Hong Kong",3876
"1979","Jun","Asia","Hong Kong",3920
"1979","Jul","Asia","Hong Kong",6209
"1979","Aug","Asia","Hong Kong",7965
"1979","Sep","Asia","Hong Kong",4702
"1979","Oct","Asia","Hong Kong",5052
"1979","Nov","Asia","Hong Kong",4525
"1979","Dec","Asia","Hong Kong",6468
"1980","Jan","Asia","Hong Kong",4367
"1980","Feb","Asia","Hong Kong",9913
"1980","Mar","Asia","Hong Kong",5638
"1980","Apr","Asia","Hong Kong",6770
"1980","May","Asia","Hong Kong",5237
"1980","Jun","Asia","Hong Kong",5561
"1980","Jul","Asia","Hong Kong",8915
"1980","Aug","Asia","Hong Kong",11089
"1980","Sep","Asia","Hong Kong",5916
"1980","Oct","Asia","Hong Kong",5913
"1980","Nov","Asia","Hong Kong",5342
"1980","Dec","Asia","Hong Kong",7821
"1981","Jan","Asia","Hong Kong",5271
"1981","Feb","Asia","Hong Kong",11199
"1981","Mar","Asia","Hong Kong",6133
"1981","Apr","Asia","Hong Kong",7854
"1981","May","Asia","Hong Kong",5316
"1981","Jun","Asia","Hong Kong",5986
"1981","Jul","Asia","Hong Kong",8341
"1981","Aug","Asia","Hong Kong",11244
"1981","Sep","Asia","Hong Kong",5854
"1981","Oct","Asia","Hong Kong",5329
"1981","Nov","Asia","Hong Kong",5832
"1981","Dec","Asia","Hong Kong",7396
"1982","Jan","Asia","Hong Kong",10529
"1982","Feb","Asia","Hong Kong",6371
"1982","Mar","Asia","Hong Kong",6177
"1982","Apr","Asia","Hong Kong",7671
"1982","May","Asia","Hong Kong",5686
"1982","Jun","Asia","Hong Kong",6357
"1982","Jul","Asia","Hong Kong",9746
"1982","Aug","Asia","Hong Kong",12636
"1982","Sep","Asia","Hong Kong",6777
"1982","Oct","Asia","Hong Kong",6691
"1982","Nov","Asia","Hong Kong",6035
"1982","Dec","Asia","Hong Kong",8182
"1983","Jan","Asia","Hong Kong",5771
"1983","Feb","Asia","Hong Kong",11397
"1983","Mar","Asia","Hong Kong",7210
"1983","Apr","Asia","Hong Kong",7822
"1983","May","Asia","Hong Kong",5720
"1983","Jun","Asia","Hong Kong",7102
"1983","Jul","Asia","Hong Kong",9014
"1983","Aug","Asia","Hong Kong",11841
"1983","Sep","Asia","Hong Kong",6936
"1983","Oct","Asia","Hong Kong",6450
"1983","Nov","Asia","Hong Kong",6262
"1983","Dec","Asia","Hong Kong",7330
"1984","Jan","Asia","Hong Kong",6882
"1984","Feb","Asia","Hong Kong",10968
"1984","Mar","Asia","Hong Kong",6814
"1984","Apr","Asia","Hong Kong",8039
"1984","May","Asia","Hong Kong",6975
"1984","Jun","Asia","Hong Kong",7289
"1984","Jul","Asia","Hong Kong",10090
"1984","Aug","Asia","Hong Kong",12989
"1984","Sep","Asia","Hong Kong",7172
"1984","Oct","Asia","Hong Kong",6784
"1984","Nov","Asia","Hong Kong",6661
"1984","Dec","Asia","Hong Kong",7879
"1985","Jan","Asia","Hong Kong",6032
"1985","Feb","Asia","Hong Kong",12017
"1985","Mar","Asia","Hong Kong",7513
"1985","Apr","Asia","Hong Kong",7383
"1985","May","Asia","Hong Kong",6180
"1985","Jun","Asia","Hong Kong",7397
"1985","Jul","Asia","Hong Kong",10368
"1985","Aug","Asia","Hong Kong",12507
"1985","Sep","Asia","Hong Kong",7040
"1985","Oct","Asia","Hong Kong",6900
"1985","Nov","Asia","Hong Kong",6367
"1985","Dec","Asia","Hong Kong",7955
"1986","Jan","Asia","Hong Kong",6433
"1986","Feb","Asia","Hong Kong",11379
"1986","Mar","Asia","Hong Kong",7914
"1986","Apr","Asia","Hong Kong",6603
"1986","May","Asia","Hong Kong",6397
"1986","Jun","Asia","Hong Kong",7477
"1986","Jul","Asia","Hong Kong",10914
"1986","Aug","Asia","Hong Kong",14203
"1986","Sep","Asia","Hong Kong",8072
"1986","Oct","Asia","Hong Kong",8280
"1986","Nov","Asia","Hong Kong",7637
"1986","Dec","Asia","Hong Kong",9446
"1987","Jan","Asia","Hong Kong",12148
"1987","Feb","Asia","Hong Kong",11581
"1987","Mar","Asia","Hong Kong",8322
"1987","Apr","Asia","Hong Kong",10571
"1987","May","Asia","Hong Kong",8109
"1987","Jun","Asia","Hong Kong",8928
"1987","Jul","Asia","Hong Kong",13252
"1987","Aug","Asia","Hong Kong",16756
"1987","Sep","Asia","Hong Kong",8942
"1987","Oct","Asia","Hong Kong",8691
"1987","Nov","Asia","Hong Kong",8186
"1987","Dec","Asia","Hong Kong",9622
"1988","Jan","Asia","Hong Kong",7455
"1988","Feb","Asia","Hong Kong",13414
"1988","Mar","Asia","Hong Kong",9259
"1988","Apr","Asia","Hong Kong",9662
"1988","May","Asia","Hong Kong",7772
"1988","Jun","Asia","Hong Kong",9633
"1988","Jul","Asia","Hong Kong",13003
"1988","Aug","Asia","Hong Kong",15542
"1988","Sep","Asia","Hong Kong",9368
"1988","Oct","Asia","Hong Kong",9629
"1988","Nov","Asia","Hong Kong",9056
"1988","Dec","Asia","Hong Kong",10270
"1989","Jan","Asia","Hong Kong",8295
"1989","Feb","Asia","Hong Kong",15611
"1989","Mar","Asia","Hong Kong",12338
"1989","Apr","Asia","Hong Kong",9384
"1989","May","Asia","Hong Kong",8871
"1989","Jun","Asia","Hong Kong",10779
"1989","Jul","Asia","Hong Kong",15570
"1989","Aug","Asia","Hong Kong",19544
"1989","Sep","Asia","Hong Kong",11157
"1989","Oct","Asia","Hong Kong",11070
"1989","Nov","Asia","Hong Kong",11330
"1989","Dec","Asia","Hong Kong",13531
"1990","Jan","Asia","Hong Kong",14979
"1990","Feb","Asia","Hong Kong",14144
"1990","Mar","Asia","Hong Kong",12261
"1990","Apr","Asia","Hong Kong",15829
"1990","May","Asia","Hong Kong",12970
"1990","Jun","Asia","Hong Kong",13908
"1990","Jul","Asia","Hong Kong",21375
"1990","Aug","Asia","Hong Kong",27105
"1990","Sep","Asia","Hong Kong",13749
"1990","Oct","Asia","Hong Kong",15130
"1990","Nov","Asia","Hong Kong",14459
"1990","Dec","Asia","Hong Kong",18229
"1991","Jan","Asia","Hong Kong",11028
"1991","Feb","Asia","Hong Kong",23678
"1991","Mar","Asia","Hong Kong",19561
"1991","Apr","Asia","Hong Kong",13221
"1991","May","Asia","Hong Kong",13143
"1991","Jun","Asia","Hong Kong",17548
"1991","Jul","Asia","Hong Kong",22258
"1991","Aug","Asia","Hong Kong",30664
"1991","Sep","Asia","Hong Kong",15125
"1991","Oct","Asia","Hong Kong",14101
"1991","Nov","Asia","Hong Kong",13948
"1991","Dec","Asia","Hong Kong",18771
"1992","Jan","Asia","Hong Kong",13386
"1992","Feb","Asia","Hong Kong",28979
"1992","Mar","Asia","Hong Kong",14158
"1992","Apr","Asia","Hong Kong",18395
"1992","May","Asia","Hong Kong",15187
"1992","Jun","Asia","Hong Kong",17449
"1992","Jul","Asia","Hong Kong",24626
"1992","Aug","Asia","Hong Kong",30225
"1992","Sep","Asia","Hong Kong",15786
"1992","Oct","Asia","Hong Kong",15083
"1992","Nov","Asia","Hong Kong",17567
"1992","Dec","Asia","Hong Kong",21747
"1993","Jan","Asia","Hong Kong",26893
"1993","Feb","Asia","Hong Kong",16175
"1993","Mar","Asia","Hong Kong",24363
"1993","Apr","Asia","Hong Kong",23327
"1993","May","Asia","Hong Kong",14798
"1993","Jun","Asia","Hong Kong",18194
"1993","Jul","Asia","Hong Kong",26968
"1993","Aug","Asia","Hong Kong",32159
"1993","Sep","Asia","Hong Kong",15291
"1993","Oct","Asia","Hong Kong",16712
"1993","Nov","Asia","Hong Kong",16274
"1993","Dec","Asia","Hong Kong",21686
"1994","Jan","Asia","Hong Kong",13416
"1994","Feb","Asia","Hong Kong",31899
"1994","Mar","Asia","Hong Kong",19868
"1994","Apr","Asia","Hong Kong",22520
"1994","May","Asia","Hong Kong",16741
"1994","Jun","Asia","Hong Kong",22411
"1994","Jul","Asia","Hong Kong",28985
"1994","Aug","Asia","Hong Kong",37265
"1994","Sep","Asia","Hong Kong",17766
"1994","Oct","Asia","Hong Kong",17546
"1994","Nov","Asia","Hong Kong",17980
"1994","Dec","Asia","Hong Kong",24375
"1995","Jan","Asia","Hong Kong",19903
"1995","Feb","Asia","Hong Kong",29260
"1995","Mar","Asia","Hong Kong",18362
"1995","Apr","Asia","Hong Kong",26795
"1995","May","Asia","Hong Kong",17561
"1995","Jun","Asia","Hong Kong",20316
"1995","Jul","Asia","Hong Kong",29689
"1995","Aug","Asia","Hong Kong",37377
"1995","Sep","Asia","Hong Kong",18148
"1995","Oct","Asia","Hong Kong",18301
"1995","Nov","Asia","Hong Kong",19353
"1995","Dec","Asia","Hong Kong",24726
"1996","Jan","Asia","Hong Kong",15868
"1996","Feb","Asia","Hong Kong",32198
"1996","Mar","Asia","Hong Kong",21981
"1996","Apr","Asia","Hong Kong",26255
"1996","May","Asia","Hong Kong",18752
"1996","Jun","Asia","Hong Kong",24476
"1996","Jul","Asia","Hong Kong",28195
"1996","Aug","Asia","Hong Kong",37623
"1996","Sep","Asia","Hong Kong",18581
"1996","Oct","Asia","Hong Kong",21742
"1996","Nov","Asia","Hong Kong",19259
"1996","Dec","Asia","Hong Kong",23599
"1997","Jan","Asia","Hong Kong",15974
"1997","Feb","Asia","Hong Kong",30591
"1997","Mar","Asia","Hong Kong",26423
"1997","Apr","Asia","Hong Kong",19824
"1997","May","Asia","Hong Kong",18489
"1997","Jun","Asia","Hong Kong",19497
"1997","Jul","Asia","Hong Kong",24406
"1997","Aug","Asia","Hong Kong",34052
"1997","Sep","Asia","Hong Kong",18212
"1997","Oct","Asia","Hong Kong",14155
"1997","Nov","Asia","Hong Kong",17991
"1997","Dec","Asia","Hong Kong",25219
"1998","Jan","Asia","Hong Kong",22846
"1998","Feb","Asia","Hong Kong",21957
"1998","Mar","Asia","Hong Kong",24235
"1998","Apr","Asia","Hong Kong",28389
"1998","May","Asia","Hong Kong",19515
"1998","Jun","Asia","Hong Kong",21328
"1998","Jul","Asia","Hong Kong",26338
"1998","Aug","Asia","Hong Kong",30615
"1998","Sep","Asia","Hong Kong",17543
"1998","Oct","Asia","Hong Kong",21358
"1998","Nov","Asia","Hong Kong",17287
"1998","Dec","Asia","Hong Kong",21692
"1999","Jan","Asia","Hong Kong",14612
"1999","Feb","Asia","Hong Kong",27059
"1999","Mar","Asia","Hong Kong",19209
"1999","Apr","Asia","Hong Kong",21430
"1999","May","Asia","Hong Kong",16900
"1999","Jun","Asia","Hong Kong",19869
"1999","Jul","Asia","Hong Kong",28532
"1999","Aug","Asia","Hong Kong",30325
"1999","Sep","Asia","Hong Kong",19206
"1999","Oct","Asia","Hong Kong",21613
"1999","Nov","Asia","Hong Kong",19639
"1999","Dec","Asia","Hong Kong",21639
"2000","Jan","Asia","Hong Kong",16288
"2000","Feb","Asia","Hong Kong",28265
"2000","Mar","Asia","Hong Kong",21513
"2000","Apr","Asia","Hong Kong",29308
"2000","May","Asia","Hong Kong",20822
"2000","Jun","Asia","Hong Kong",22011
"2000","Jul","Asia","Hong Kong",30218
"2000","Aug","Asia","Hong Kong",31963
"2000","Sep","Asia","Hong Kong",20566
"2000","Oct","Asia","Hong Kong",21512
"2000","Nov","Asia","Hong Kong",21326
"2000","Dec","Asia","Hong Kong",22183
"2001","Jan","Asia","Hong Kong",27778
"2001","Feb","Asia","Hong Kong",18442
"2001","Mar","Asia","Hong Kong",27025
"2001","Apr","Asia","Hong Kong",25816
"2001","May","Asia","Hong Kong",19806
"2001","Jun","Asia","Hong Kong",23752
"2001","Jul","Asia","Hong Kong",24929
"2001","Aug","Asia","Hong Kong",28515
"2001","Sep","Asia","Hong Kong",20024
"2001","Oct","Asia","Hong Kong",19363
"2001","Nov","Asia","Hong Kong",18583
"2001","Dec","Asia","Hong Kong",22124
"2002","Jan","Asia","Hong Kong",16630
"2002","Feb","Asia","Hong Kong",26760
"2002","Mar","Asia","Hong Kong",24043
"2002","Apr","Asia","Hong Kong",21771
"2002","May","Asia","Hong Kong",23490
"2002","Jun","Asia","Hong Kong",22965
"2002","Jul","Asia","Hong Kong",26488
"2002","Aug","Asia","Hong Kong",26513
"2002","Sep","Asia","Hong Kong",18914
"2002","Oct","Asia","Hong Kong",21025
"2002","Nov","Asia","Hong Kong",17425
"2002","Dec","Asia","Hong Kong",19941
"2003","Jan","Asia","Hong Kong",17336
"2003","Feb","Asia","Hong Kong",24563
"2003","Mar","Asia","Hong Kong",16460
"2003","Apr","Asia","Hong Kong",4808
"2003","May","Asia","Hong Kong",5510
"2003","Jun","Asia","Hong Kong",16426
"2003","Jul","Asia","Hong Kong",29541
"2003","Aug","Asia","Hong Kong",34391
"2003","Sep","Asia","Hong Kong",17839
"2003","Oct","Asia","Hong Kong",19234
"2003","Nov","Asia","Hong Kong",18368
"2003","Dec","Asia","Hong Kong",21778
"2004","Jan","Asia","Hong Kong",22763
"2004","Feb","Asia","Hong Kong",17189
"2004","Mar","Asia","Hong Kong",18564
"2004","Apr","Asia","Hong Kong",24158
"2004","May","Asia","Hong Kong",23922
"2004","Jun","Asia","Hong Kong",21679
"2004","Jul","Asia","Hong Kong",27380
"2004","Aug","Asia","Hong Kong",30887
"2004","Sep","Asia","Hong Kong",19562
"2004","Oct","Asia","Hong Kong",21884
"2004","Nov","Asia","Hong Kong",19317
"2004","Dec","Asia","Hong Kong",24381
"2005","Jan","Asia","Hong Kong",17457
"2005","Feb","Asia","Hong Kong",28713
"2005","Mar","Asia","Hong Kong",31089
"2005","Apr","Asia","Hong Kong",23614
"2005","May","Asia","Hong Kong",25187
"2005","Jun","Asia","Hong Kong",23843
"2005","Jul","Asia","Hong Kong",35295
"2005","Aug","Asia","Hong Kong",38649
"2005","Sep","Asia","Hong Kong",23649
"2005","Oct","Asia","Hong Kong",22996
"2005","Nov","Asia","Hong Kong",20552
"2005","Dec","Asia","Hong Kong",22770
"2006","Jan","Asia","Hong Kong",23587
"2006","Feb","Asia","Hong Kong",22743
"2006","Mar","Asia","Hong Kong",21726
"2006","Apr","Asia","Hong Kong",28836
"2006","May","Asia","Hong Kong",24008
"2006","Jun","Asia","Hong Kong",23998
"2006","Jul","Asia","Hong Kong",28265
"2006","Aug","Asia","Hong Kong",30672
"2006","Sep","Asia","Hong Kong",20463
"2006","Oct","Asia","Hong Kong",21801
"2006","Nov","Asia","Hong Kong",22845
"2006","Dec","Asia","Hong Kong",22530
"2007","Jan","Asia","Hong Kong",19559
"2007","Feb","Asia","Hong Kong",26025
"2007","Mar","Asia","Hong Kong",22361
"2007","Apr","Asia","Hong Kong",29338
"2007","May","Asia","Hong Kong",25261
"2007","Jun","Asia","Hong Kong",25551
"2007","Jul","Asia","Hong Kong",31990
"2007","Aug","Asia","Hong Kong",32177
"2007","Sep","Asia","Hong Kong",22902
"2007","Oct","Asia","Hong Kong",23224
"2007","Nov","Asia","Hong Kong",22638
"2007","Dec","Asia","Hong Kong",21084
"2008","Jan","Asia","Hong Kong",19817
"2008","Feb","Asia","Hong Kong",27263
"2008","Mar","Asia","Hong Kong",27600
"2008","Apr","Asia","Hong Kong",20232
"2008","May","Asia","Hong Kong",22867
"2008","Jun","Asia","Hong Kong",23055
"2008","Jul","Asia","Hong Kong",28218
"2008","Aug","Asia","Hong Kong",26847
"2008","Sep","Asia","Hong Kong",20765
"2008","Oct","Asia","Hong Kong",20016
"2008","Nov","Asia","Hong Kong",19197
"2008","Dec","Asia","Hong Kong",22238
"2009","Jan","Asia","Hong Kong",23399
"2009","Feb","Asia","Hong Kong",19720
"2009","Mar","Asia","Hong Kong",21290
"2009","Apr","Asia","Hong Kong",28587
"2009","May","Asia","Hong Kong",21529
"2009","Jun","Asia","Hong Kong",21703
"2009","Jul","Asia","Hong Kong",33382
"2009","Aug","Asia","Hong Kong",36218
"2009","Sep","Asia","Hong Kong",21509
"2009","Oct","Asia","Hong Kong",25512
"2009","Nov","Asia","Hong Kong",20525
"2009","Dec","Asia","Hong Kong",21046
"2010","Jan","Asia","Hong Kong",19415
"2010","Feb","Asia","Hong Kong",24904
"2010","Mar","Asia","Hong Kong",26245
"2010","Apr","Asia","Hong Kong",35564
"2010","May","Asia","Hong Kong",32047
"2010","Jun","Asia","Hong Kong",32190
"2010","Jul","Asia","Hong Kong",46727
"2010","Aug","Asia","Hong Kong",46696
"2010","Sep","Asia","Hong Kong",28469
"2010","Oct","Asia","Hong Kong",32834
"2010","Nov","Asia","Hong Kong",29852
"2010","Dec","Asia","Hong Kong",32636
"2011","Jan","Asia","Hong Kong",29322
"2011","Feb","Asia","Hong Kong",38190
"2011","Mar","Asia","Hong Kong",32721
"2011","Apr","Asia","Hong Kong",52413
"2011","May","Asia","Hong Kong",37886
"2011","Jun","Asia","Hong Kong",37962
"2011","Jul","Asia","Hong Kong",56960
"2011","Aug","Asia","Hong Kong",49034
"2011","Sep","Asia","Hong Kong",31113
"2011","Oct","Asia","Hong Kong",31027
"2011","Nov","Asia","Hong Kong",31543
"2011","Dec","Asia","Hong Kong",36204
"2012","Jan","Asia","Hong Kong",39000
"2012","Feb","Asia","Hong Kong",30416
"2012","Mar","Asia","Hong Kong",35154
"2012","Apr","Asia","Hong Kong",47141
"2012","May","Asia","Hong Kong",33091
"2012","Jun","Asia","Hong Kong",36897
"2012","Jul","Asia","Hong Kong",50113
"2012","Aug","Asia","Hong Kong",48138
"2012","Sep","Asia","Hong Kong",34584
"2012","Oct","Asia","Hong Kong",38630
"2012","Nov","Asia","Hong Kong",36704
"2012","Dec","Asia","Hong Kong",42299
"2013","Jan","Asia","Hong Kong",32438
"2013","Feb","Asia","Hong Kong",48473
"2013","Mar","Asia","Hong Kong",50220
"2013","Apr","Asia","Hong Kong",40252
"2013","May","Asia","Hong Kong",40898
"2013","Jun","Asia","Hong Kong",43857
"2013","Jul","Asia","Hong Kong",67662
"2013","Aug","Asia","Hong Kong",61337
"2013","Sep","Asia","Hong Kong",33514
"2013","Oct","Asia","Hong Kong",37570
"2013","Nov","Asia","Hong Kong",38801
"2013","Dec","Asia","Hong Kong",44788
"2014","Jan","Asia","Hong Kong",41909
"2014","Feb","Asia","Hong Kong",48440
